filing_id,compensation_officers_prog_service,compensation_disq_persons_fundraising,fees_for_other_services_mgmt_general,occupancy_prog_service,year,other_salaries_wages_fundraising,fees_for_mgmt_services_mgmt_general,entertainment_travel_govt_officials_prog_service,benefits_to_members_mgmt_and_general,contributions_grants_revenue,fees_for_mgmt_services_fundraising,other_expenses_a_fundraising,other_expenses_d_mgmt_general,fees_for_lobbying_services_fundraising,compensation_officers_fundraising,other_expenses_b_label,state,grants_us_individuals_fundraising,entertainment_travel_govt_officials_total,zip,fees_for_investment_mgmt_services_prog_service,other_expenses_a_prog_service,other_revenue,other_expenses_b_prog_service,fees_for_fundraising_services_fundraising,num_independent_members,payments_affiliates_mgmt_general,advertising_promotion_total,depreciation_depletion_amortization_prog_service,fees_for_other_services_fundraising,interest_total,other_expenses_c_fundraising,activities_per_region_totals_number_of_offices,mission,grants_foreign_individuals_govt_orgs_total,other_expenses_b_fundraising,other_expenses_d_fundraising,compensation_disq_persons_mgmt_and_general,payroll_taxes_mgmt_general,fees_for_accounting_services_fundraising,compensation_disq_persons_prog_service,num_volunteers,investment_income_revenue,conferences_conventions_prog_service,fees_for_accounting_services_mgmt_general,state_of_domicile,conferences_conventions_mgmt_general,payments_affiliates_fundraising,fees_for_legal_services_mgmt_general,program_service_revenue,payments_affiliates_total,fees_for_legal_services_total,office_expenses_fundraising,other_expenses_c_label,city,it_expenses_prog_service,grants_us_individuals_total,total_number_other_recipient_foreign_orgs_entities,ein,pension_plan_acc_fundraising,conferences_conventions_fundraising,gross_receipts,conferences_conventions_total,fees_for_accounting_services_prog_service,office_expenses_total,travel_mgmt_general,num_employees,it_expenses_fundraising,total_number_recipient_foreign_orgs_listed_as_charities,fees_for_investment_mgmt_services_mgmt_general,grants_us_individuals_prog_service,fees_for_investment_mgmt_services_total,occupancy_fundraising,royalties_prog_service,depreciation_depletion_amortization_total,website,compensation_disq_persons_total,other_expenses_d_label,address,entertainment_travel_govt_officials_mgmt_general,total_functional_expense_fundraising,occupancy_mgmt_general,compensation_officers_total,fees_for_fundraising_services_mgmt_general,interest_prog_service,travel_fundraising,grants_foreign_individuals_govt_orgs_mgmt_and_general,benefits_to_members_total,total_functional_expenses_prog_service,net_assets,payroll_taxes_total,grants_us_govt_orgs_mgmt_and_general,other_salaries_wages_mgmt_general,other_employee_benefits_mgmt_general,occupancy_total,compensation_officers_mgmt_and_general,insurance_fundraising,insurance_mgmt_general,depreciation_depletion_amortization_fundraising,all_other_expenses_fundraising,total_assets,other_expenses_b_mgmt_general,other_expenses_d_total,fees_for_other_services_total,pension_plan_acc_contrib_mgmt_general,fees_for_legal_services_fundraising,interest_fundraising,activities_per_region_totals_number_of_employees,insurance_total,benefits_paid_members_expenses,travel_prog_service,entertainment_travel_govt_officials_fundraising,other_expenses_d_prog_service,fees_for_fundraising_services_total,advertising_promotion_prog_service,other_expenses_c_prog_service,total_liabilities,fees_for_mgmt_services_prog_service,fees_for_lobbying_services_prog_service,pension_plan_acc_contrib_total,fees_for_other_services_prog_service,grants_paid_expenses,all_other_expenses_prog_service,revenue_less_expenses,fees_for_legal_services_prog_service,fees_for_investment_mgmt_services_fundraising,payments_affiliates_prog_service,net_unrelated_biz_taxable_revenue,fees_for_lobbying_services_mgmt_general,payroll_taxes_prog_service,office_expenses_mgmt_general,grants_us_individuals_mgmt_and_general,name,advertising_promotion_mgmt_general,office_expenses_prog_service,other_expenses_a_total,pdf_key,num_voting_members,fees_for_accounting_services_total,advertising_promotion_fundraising,travel_total,all_other_expenses_mgmt_general,grants_us_govt_orgs_prog_service,grants_foreign_individuals_govt_orgs_prog_service,fees_for_fundraising_services_prog_service,other_expenses_b_total,other_expenses,year_formation,royalties_total,other_expenses_a_mgmt_general,other_employee_benefits_total,professional_fundraising_fees_expenses,grants_foreign_individuals_govt_orgs_fundraising,total_expenses,other_expenses_c_mgmt_general,total_fundraising_expenses,payroll_taxes_fundraising,all_other_expenses_total,royalties_mgmt_general,total_unrelated_biz_revenue,pension_plan_acc_contrib_prog_service,activities_per_region_totals_total_expenditure,other_employee_benefits_fundraising,salaries_compensation_benefits_expenses,benefits_to_members_fundraising,royalties_fundraising,depreciation_depletion_amortization_mgmt_general,other_salaries_wages_total,fees_for_lobbying_services_total,it_expenses_mgmt_general,benefits_to_members_prog_service,other_expenses_c_total,it_expenses_total,total_functional_expenses_total,grants_us_govt_orgs_fundraising,grants_us_govt_orgs_total,other_salaries_wages_prog_service,insurance_prog_service,other_expenses_a_label,total_revenue,fees_for_mgmt_services_total,job_id,total_functional_expenses_mgmt_general,other_employee_benefits_prog_service,interest_mgmt_general,source_url,index,activities_per_region_subtotal_total_expenditure,split_file,interest_general,file,activities_per_region_subtotal_number_of_offices,activities_per_region_continuation_total_number_of_employees,activities_per_region_subtotal_number_of_employees,activities_per_region_continuation_total_number_of_offices,activities_per_region_continuation_total_total_expenditure
351978359_2010,387860,,62298,72457,2010,175691,,1328,,4214115,,111369,,,73060,PRINTING b,IN,,1328,46282,,75087,0,84569,,10,,273949,5854,13536,,,,"PROMOTING SCHOOL CHOICE IN ORDER TO IMPROVE, THROUGH COMPETITION, K-12 EDUCATION FOR ALL.",5000,44340,,,8215,,31931,0,121634,162736,16989,IN,2618,,13805,0,,50414,8923,STATE POLLING c,INDIANAPOLIS,,,,351978359,,18190,4485749,183544,,65651,697,15,,,30,,30,22565,,8809,WWW.EDCHOICE.ORG,31931,SPEAKER/MODERATOR FEES d,ONE AMERICAN SQUARE 2420,,558840,14009,528652,,,53723,,,3242042,5985091,70082,,57712,11242,109031,67732,3637,2268,1823,6000,6218677,1139,37533,716300,,113,,,17603,0,137630,,37533,,273699,93038,233586,,18000,,640466,779500,15750,252416,36496,,,0,,46772,20901,,THE FOUNDATION FOR EDUCATIONAL CHOICE INC.,125,35827,187995,EIN_351978359_YEAR_2010_FORMTYPE_990.pdf,12,16989,125,192050,,774500,5000,,130048,,1996,,1539,46493,,,2125209,,558840,15095,21750,,0,,,9838,1178624,,,1132,501466,18000,,,93038,,4083333,,774500,268063,11698,MAILING FEES a,4335749,,5f891d46a3a10e03d089c9fdd2ffe6b7d3faf159a0e7c62bbd58349425e9a990,282451,25413,,https://projects.propublica.org/nonprofits/download-filing?path=2011_09_EO%2F35-1978359_990_201012.pdf,,,,,,,,,,
453503672_2011,0,0,0,0,2011,0,0,0,,0,0,,,0,0,b,VA,,0,22202,0,,0,,0,4,0,0,0,0,0,,,"YALF seeks to identify, educate, train, and mobilize youth activists committed to winning on principle.",0,,,0,0,0,0,6,0,10000,0,VA,0,0,0,0,0,0,0,c,Arlington,0,0,,453503672,0,0,327094,10000,0,3200,0,5,0,,0,0,0,0,0,0,www.yaliberty.org,0,d,PO Box 2751,0,0,0,0,,0,0,,0,14050,0,0,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,,0,0,0,0,,0,0,,0,0,0,0,0,0,850,0,0,0,0,0,0,0,0,,Young Americans for Liberty Foundation,0,3200,,EIN_453503672_YEAR_2011_FORMTYPE_990.pdf,3,0,0,0,0,0,0,,,0,2011,0,,0,0,,0,,0,0,850,0,0,0,,0,,,0,0,0,0,0,0,,0,14050,,0,0,0,a,0,0,ff5cea8a9630f2f778395bb001d460ef09b5afa5731ed2624013cb41e6e0c141,0,0,0,https://projects.propublica.org/nonprofits/download-filing?path=2013_10_EO%2F45-3503672_990_201112.pdf,,,,,,,,,,
521314847_2009,,,667170,115656,2009,151459,,,,55898471,,,26998,,,"Education, Training and",MD,,,46600,,,59442,,,29,,36927,16327,142485,,370,0,DEVELOPMENT AND DISASTER RELIEFTO COMMUNITIES IN NEED,45431726,,,,451617,,,0,527789,,162022,DC,112017,,226650,175658,,226650,1071020,MEMBERSHIPS,,,,77,521314847,23506,,56662301,112017,,1505541,521783,106,4070,77,,,,24689,,102042,WWW ADRA ORG,,Warehouse Expense,12501 Old Columbia Pike,,1600222,613999,466399,,,22533,,,51467521,27139629,537857,,4286051,833582,754344,466399,,47210,2698,25390,33298307,51270,26998,809655,837915,,,0,47210,0,187912,,,,,,6158678,,,1006272,,45433562,4404553,-2291357,,,,0,8054,74199,434521,,ADVENTIST DEVELOPMENT & RELIEF AGENCY INTERNATIONAL,30625,,57911,EIN_521314847_YEAR_2009_FORMTYPE_990.pdf,35,162022,6302,732228,-4404553,1836,45431726,,51270,5033415,1956,,57911,1104381,0,,58952717,49900,1600222,12041,0,,0,144851,50258262,113659,8485740,,,83017,5370831,8054,107762,,50270,111832,58952717,,1836,933321,,Used Clothing Operation a,56661360,,e1edf245686d9bac67a55bb067a6640fc055f2cddb8f9a88d81b838a0822454e,5884974,157140,,https://projects.propublica.org/nonprofits/download-filing?path=2011_02_EO%2F52-1314847_990_200912.pdf,,,,,,,,,,
521314847_2010,,,511790,119814,2010,170138,209447,,,72564798,26746,,-5636038,,,EDUCATION TRAINING AND,MD,,,46600,,,16740,,,30,,34133,12576,106566,,,,DEVELOPMENT AND DISASTER RELIEF TO COMMUNITIES IN NEED,55398497,,,,351982,,,0,460108,,277980,DC,292605,,111403,1686700,,111403,1118998,OTHER EXPENSES,SILVER SPRING,,,72,521314847,28923,,74729591,292605,,1682023,636402,125,,0,,,,21934,,76765,WWW ADRA ORG,,O/H TO GRANT ALLOCATION,12501 OLD COLUMBIA PIKE,,1564043,589635,1498573,,,26931,,,62814803,34004096,439942,,3273323,1252641,731383,1498573,,50009,2302,,41150314,30610,0,618356,720369,,,0,50009,0,307750,,5636038,,,,7146218,,,907283,,55398497,,5176672,,,,0,7909,74349,563025,,ADVENTIST DEVELOPMENT & RELIEF AGENCY INTERNATIONAL,33878,,103483,EIN_521314847_YEAR_2010_FORMTYPE_990.pdf,37,277980,255,971083,,,55398497,,30610,5455850,1956,,103483,1478710,0,,69551674,25882,1564043,13611,,,0,157991,55398497,47639,8697327,,,61887,4372819,7909,206033,,25882,206033,69551674,,,929358,,MEMBERSHIPS,74728346,236193,ec6189b15ae566e88dd4060380cc68181b175a4027d696e2722b13fba2f78d17,5172828,178430,,https://projects.propublica.org/nonprofits/download-filing?path=2011_10_EO%2F52-1314847_990_201012.pdf,,,,,,,,,,
541603842_2009,,,42836,2385728,2009,,,,,22720112,,,7070,,,ACADEMIC PROGRAM SUPPOR,VA,,,04444,,1895430,160747,849230,9050,35,1439347,28794,1096399,35675,,,,"SEE SCHEDULE o To advance and further the aims and purposes of George Mason University The Foundation assists Mason in generating and administering private support, acquisition, management and development of real property, and provides strategic support to Mason's auxiliary efforts",,1971,16226,,,,,50,-4894535,1198736,106960,VA,6824,18033,112855,4449388,16539149,117210,5297,ADMINISTRATIVE c SUPPORT,FAIRFAX,16515,,,541603842,,33507,64611665,1239067,,401214,3598,0,,,28837,,28837,,,1514419,www gmu edu,,TRAINING,4400 UNIVERSITY DRIVE MASON HALL No D201,,149750,16299,,,,4209,,,25195995,99916816,,,,,2402027,,,43566,,13290,213358921,1398,308859,406974,,,,,144923,0,540310,,285563,9050,16302,426647,113442105,,,,328463,0,246884,-5350255,4355,,15081769,-590249,,,10643,,GEORGE MASON UNIVERSITY FOUNDATION INC,,385274,1895430,EIN_541603842_YEAR_2009_FORMTYPE_990.pdf,42,106960,12492,548117,521,,,,852599,27776917,1992,,,,9050,,27785967,,149750,,260695,,-586530,,47369,,0,,,418020,,,165524,,426647,182039,27785967,,,,101357,SCHOLARSHIPS,22435712,,33de79e23951fcd193a4813ccd805d78a5fe67a6cf3af68e4bbb3870b9b43368,2440222,,,https://projects.propublica.org/nonprofits/download-filing?path=2010_03_EO%2F54-1603842_990_200906.pdf,,,,,,,,,,
910565553_2009,369625,0,202849,8292594,2009,1376444,0,0,,5640684,0,-2271,,0,176553,b,WA,,0,91997,0,370222,385476,,0,13,0,437295,7692441,53576,0,,,"Seattle Pacific University seeks to be a premier Christian university fully committed to engaging the culture and changing the world by graduating people of competence and character, becoming people of wisdom, and modeling grace-filled community",0,,,0,298690,0,0,93,568547,282254,160299,WA,13512,0,215618,110451614,0,224451,185055,c,SEATTLE,886198,31593654,,910565553,89101,10660,117332442,306426,0,3571282,284387,2375,66740,,382150,31593654,382150,84077,6185,8394218,www SPU EDU,0,d,3307 THIRD AVE W,0,2560735,176264,1000002,,0,49973,,0,105077804,92900929,2956348,,0,518853,8552935,453824,1195,403796,209844,,205776108,,,6484177,296004,522,0,0,506115,0,2603219,0,,0,413239,,112875179,0,0,2929759,6227752,31609280,,623564,8311,0,0,0,0,2567748,1104524,,SEATTLE PACIFIC UNIVERSITY,22482,2281703,400063,EIN_910565553_YEAR_2009_FORMTYPE_990.pdf,15,160299,1574,2937579,,15626,0,,,33444756,1891,9043,32112,5655987,0,,116422757,,2560735,89910,,2858,147555,2544654,831864,167782,51368721,,0,491933,38826625,0,125785,0,,1078723,116422757,,15626,33851903,101124,Miscellaneous Expenses,117046321,0,151c11fd2fd38599403a3014dd9d3e4db40cefad28450932c49de27865e8db16,8784218,4969352,0,https://projects.propublica.org/nonprofits/download-filing?path=2010_06_EO%2F91-0565553_990_200906.pdf,,,,,,,,,,
910565553_2010,378942,0,231904,8254048,2010,1547822,0,0,,7160133,0,-5312,,0,180199,b,WA,,0,91997,0,410810,390020,,0,11,0,539647,7324131,67500,0,,,"Seattle Pacific University seeks to be a premier Christian university fully committed to engaging the culture and changing the world by graduating people of competence and character, becoming people of wisdom, and modeling grace-filled community",0,,,0,334006,0,0,200,1064756,280647,165588,WA,16655,0,643810,114164355,0,658141,163779,c,SEATTLE,947215,34909673,,910565553,140109,2846,124527075,300148,2649,3643226,216111,2384,78798,,417261,34909673,417261,120252,3686,8076196,www SPU EDU,0,d,3307 THIRD AVE W,0,2985867,165013,1024048,,0,43371,,0,110611793,97152698,3130325,,3413936,647670,8539313,464907,907,358835,197515,0,208471743,,,6670070,325699,0,0,0,453070,0,2593488,0,,0,528913,,111319045,0,0,3052477,6370666,34917072,0,480351,14331,0,0,0,0,2652637,580511,,SEATTLE PACIFIC UNIVERSITY,10609,2898936,405233,EIN_910565553_YEAR_2010_FORMTYPE_990.pdf,13,168237,125,2852970,0,7399,0,,,33907664,1891,6682,-265,6638437,0,,122298913,,2985867,143682,0,2996,166569,2586669,866983,304274,53474177,,0,554550,39628890,0,151457,0,,1177470,122298913,,7399,34667132,93328,Miscellaneous Expenses,122779264,0,da18a7adbc596b6d16c5658da148769a1c6ef6cdc72acfabbd3ccbb238924901,8701253,5686493,0,https://projects.propublica.org/nonprofits/download-filing?path=2011_05_EO%2F91-0565553_990_201006.pdf,,,,,,,,,,
521455677_2009,180120,0,,24235,2009,85371,,,,2712419,,49040,,,5325,PRINTING AND PUBLICATIONS,PA,,,16506,,695186,25608,158633,,0,,,14926,,,3130,,. EDUCATIONAL PROGRAMMING,,,,0,4579,240,0,0,5169,,480,,,,4672,187421,,4672,,POSTAGE AND SHIPPING,ERIE,,,,521455677,,,2930617,,1680,,20938,25,,,,,,3462,,32519,FREETOCHOOSE. NET,0,CONTRACT SERVICES d,,,191656,6924,196095,,,20938,,,284221,872399,41628,,46028,5141,34621,10650,,,2132,4613,902005,87240,191157,,,,,,,,307084,,191157,,,177977,,,,,,,32291,,,,,0,,29972,,,,,,769791,,1,2400,,348960,9226,,,,245873,2013030,,,25565,46734,2013030,,,28173,,7077,46130,,0,,,7945,923041,,,15461,638584,,,,209280,,2460194,,,507185,,PRODUCTION SERVICES,2930617,,01bd8c474a24b7c7508f74d9a0808942ce22c3123fe179e4b478e9810a9d8d48,284221,33648,,https://projects.propublica.org/nonprofits/download-filing?path=2009_12_EO%2F52-1455677_990_200906.pdf,0,,"['EIN', '521455677', 'YEAR', '2009', 'FORMTYPE', '990.pdf']",,EIN_521455677_YEAR_2009_FORMTYPE_990.pdf,,,,,
521455677_2011,0,0,,27565,2011,63380,,,,2331177,,,,,0,CONTRACT SERVICES,PA,,,16506,,522815,8533,227091,,4,,,8708,,,1304,,EDUCATIONAL PROGRAMMING,,,,0,4303,285,0,6,1970,,570,PA,,,,169109,,,,POSTAGE AND SHIPPING,,,,,521455677,,,2510789,,1995,,43746,5,,,,,,3938,,22081,FREETOCHOOSE.NE,0,INTERNET EXPENSES,,,96979,7876,0,,,11050,,,1946439,875558,39121,,63947,7175,39379,0,,15846,,578,905482,,58476,,,,,,15846,,163934,,58476,,,129454,29924,,,,,,56021,,,,,0,,29341,,,,,,522815,EIN_521455677_YEAR_2011_FORMTYPE_990.pdf,3,2850,,218730,1155,,,,227091,1422298,1985,,,65228,,,2247681,11735,96979,5477,57754,,0,,,9132,825383,,,13373,721034,,,,142493,,2247681,,,593707,,PRODUCTION a SERVICES,2510789,,752bf38977f2a31e9920b275a6b1f167e8220ac7e0685e3840851137d81a013c,204263,48921,,https://projects.propublica.org/nonprofits/download-filing?path=2011_10_EO%2F52-1455677_990_201106.pdf,,,,,,,,,,
916012289_2009,201564,,13459,4077074,2009,1336588,,,,73333316,,,,,,Program supplies,WA,,,33800,136551,25098428,544164,12030164,169116,20,,886300,4233252,3986,578458,1076670,62,"CRISTA Ministries mission is to love God by serving people, meeting practical and spiritual needs so that those we serve will be built up in love, united in faith and maturing in Christ This is done through long term health care, education (K-12), camping, broadcasting, relief and development and other means",28796522,350400,11897,,180803,1943,,11150,-1589165,633508,105241,WA,54257,,,60699861,,10933,196758,Purchased services,Seattle,630598,1152590,0,916012289,46233,53610,146671672,741375,16862,2029838,40700,1485,2218,19,,1152590,136551,37599,,4233252,www crista org,,Taxes,19303 Fremont Ave N,,3666046,201302,841870,,578458,51511,,,127144827,82700745,3217308,,,140033,4315975,640306,,167637,,2081,122405144,6300,785990,1200984,63713,4580,,996,1530110,0,1454586,,774093,169116,867615,1324744,39704399,,,1357997,1183539,29949112,530951,-1793681,6353,,,2086848,,2858875,129229,,CRISTA Ministries,10912,1703851,25098428,EIN_916012289_YEAR_2009_FORMTYPE_990.pdf,21,124046,7773,1546797,26499,,28796522,,12386864,60380197,1948,,,4697833,169116,,134781857,744605,3666046,177630,559531,,8496324,1248051,68401816,135315,44283432,,,,34168424,,62810,,3146019,695626,134781857,,,31715137,1362473,Gifts Kind Program a in,132988176,,73a4b1f1e241f12c2f2f9e01ba3120867cf5dcf00d83895a90e67e3aca084672,3970984,4422485,,https://projects.propublica.org/nonprofits/download-filing?path=2009_11_EO%2F91-6012289_990_200906.pdf,,,,,,,,,,
916012289_2011,383830,,289642,4463907,2011,1420448,,,,83985809,,,24482,,,Program supplies,WA,,,33800,,11888654,377015,7767097,425897,17,,1123479,4701479,1477,456973,732025,,"CRISTA Ministries mission is to love God by serving people, meeting practical and spiritual needs so that those we serve will be built up in love, united in faith and maturing in Christ This is done through long term health care, education (K-12), camping, broadcasting, relief and development and other means",55309224,156738,4138,,149826,2014,,10055,1885275,881935,106734,WA,113978,,47494,58618828,,147312,228975,Purchased services,Seattle,537534,1501020,0,916012289,50465,63628,193636347,1059541,25343,2025177,58506,1407,146648,20,114350,1501020,114350,30837,,4701479,www.crista org,,Dues and fees,19303 Fremont Ave N,,3676992,271950,1463961,,456973,69982,,,138476469,83432525,2989797,,1124087,144108,4766694,1080131,245,155525,,0,122929777,10001,634252,1815988,88756,9535,,889,1591523,0,1941293,,605632,425897,1089753,1393605,39497252,,,1389028,1524869,56850244,0,-1946752,90283,,,279331,,2697785,163886,,CRISTA Ministries,2773,1632316,11888654,EIN_916012289_YEAR_2011_FORMTYPE_990.pdf,18,134091,30953,2069781,16366,40000,55309224,,7933836,44525038,1948,,,4547703,425897,,146813679,243114,3676992,142186,16366,,7397412,1249807,78032174,159555,45012500,,,,34622011,,85386,,2368744,769568,146813679,,40000,32077476,1435753,Gifts kind a in program,144866927,,dad14c0f56afef06b9bc1c9b3a2d2a414468583076cb0cd8e3e57e235b16bd90,4660218,4244040,,https://projects.propublica.org/nonprofits/download-filing?path=2011_12_EO%2F91-6012289_990_201106.pdf,,,,,,,,,,
310814275_2009,40912,,,13503,2009,,,,,776164,,437,1558,,24000,GIFTS AND GRATUITIES,OH,,,45239,,6443,49820,2281,16954,7,49345,4595,12221,,1793,475,,EDUCATE ABOUT PRO LIFE MOVEMENT,,,,,7517,,,5,12871,41400,,OH,,,,110860,49345,6325,37163,TAX AND LICENSES (STATE c,CINCINNATI,1186,,,310814275,124,,949715,41400,7750,117737,2311,17,,,,,,2319,,17459,,,BANK SERVICE CHARGE,1821 WEST GALBRAITH ROAD,,90007,5110,80080,,1255,,,,1016986,955827,39649,,73280,8032,20932,15168,1375,5394,2615,,1053070,2281,2473,345280,455,,269,,10576,0,74728,,915,16954,4377,2216,97243,,,2402,345280,0,,-338256,6325,,,0,,30092,5389,,LIFE ISSUES INSTITUTE INC,161,75185,8490,EIN_310814275_YEAR_2009_FORMTYPE_990.pdf,7,7750,57,77039,,,,,4562,720108,1991,,1610,42361,16954,,1287971,475,90007,2040,,,0,1823,,2179,550909,,,2623,386417,,,,3166,1186,1287971,,,313137,3807,MOVING COSTS,949715,,1438c2a07f5ed016134ba7f8262fd2def0ed6c18fa585ed41c75cbd85be84ce7,180978,32150,269,https://projects.propublica.org/nonprofits/download-filing?path=2010_09_EO%2F31-0814275_990_200912.pdf,0,,,,,,,,,
310814275_2010,58169,,,15520,2010,15970,,,,719400,,,,,8030,TAX AND LICENSES (STATE,OH,,,45239,,2146,13724,1959,7708,7,13290,17625,11904,,966,,,PROVIDE EDUCATIONAL MATERIALS ABOUT LIFE ISSUES AND THE PRO LIFE MOVEMENT,,420,,,7386,,,5,14146,31608,,OH,,,,311915,13290,,30422,BANK SERVICE CHARGE c,CINCINNATI,926,,,310814275,147,,1059185,31608,7760,98919,1895,16,,,,,,2452,,17006,,,d,1821 WEST GALBRAITH ROAD,,73617,6695,80300,,676,,,,851496,960495,38958,,60270,6926,24667,14101,1121,4398,2547,,1014135,420,,283109,455,,145,,8623,0,61288,,,7708,16365,701,53640,,,2402,283109,0,,4668,,,,0,,29188,6305,,LIFE ISSUES INSTITUTE INC,1224,62192,4292,EIN_310814275_YEAR_2010_FORMTYPE_990.pdf,7,7760,36,63183,,,,,2799,576667,1991,,2146,36530,7708,,1054517,1193,73617,2384,,,0,1800,,2235,470142,,,2555,311952,,,,1894,926,1054517,,,235712,3104,GIFTS AND GRATUITIES,1059185,,a8873a4e1ced5c1f63885138d7a97f3769609ea65c34a468780633a363a30846,129404,27369,145,https://projects.propublica.org/nonprofits/download-filing?path=2011_10_EO%2F31-0814275_990_201012.pdf,,,,,,,,,,
10797083_2008,63405,0,,49934,2008,258240,1676,,,2162172,,227724,,,36520,Video Production Product Development,MN,,2457,55406,,,699200,114528,,4,,166093,58831,,,58421,,"Desiring God exists to spread a passion for the supremacy of God in all things for the joy of all peoples through Jesus Christ by making educational print, electronic, audio, video and event resources available to people around the world. We employee the most strategic media available to us to accomplish this mission.",,5148,1296,0,15948,856,0,6,-158970,480593,15630,MN,38363,,13821,606720,,13821,19172,Shareholders Communication c,Minneapolis,4858,1240,,10797083,4855,1698,5998079,520654,2562,175783,9682,5,1301,,,1240,,11096,,83435,Desiringgod.org,0,Radio / Web,Name change,,747657,27741,181823,,,826,,,2239538,1771522,97439,,209515,34092,88771,81898,1674,1298,12302,18017,2130857,,176361,,3801,,,,7978,0,46722,2457,175065,,5347,,,,,23184,,17011,126262,-372137,,,,0,,61078,41857,,"may have to use a copy of this return to satisfy state reporting requirements. Internal Revenue Service For the 2008 calendar year, or tax year beginning 2008, and ending C Name of organization Desiring God Ministries B Check if applicable use IRS Please",148179,114754,227724,EIN_10797083_YEAR_2008_FORMTYPE_990.pdf,3,19048,12567,57230,17624,15771,,,119676,,2004,18034,,207775,,,3681259,,747657,20413,18017,18034,0,14528,,43499,1746846,,,12302,1236625,,2603,,58421,8762,3681259,,15771,768870,5006,Monthly Mailer a,3309122,1676,39185f316e6df8175fcd4d2664b5544c1a7c40e9e9febc02a204e21d56c13689,694064,130184,,https://projects.propublica.org/nonprofits/download-filing?path=2009_10_EO%2F01-0797083_990_200812.pdf,,,,,,,,,,
10797083_2010,66843,,,78649,2010,300437,,,,2806132,,180549,1031,,39477,VIDEO PRODUCTION/PRODU(,MN,,,55406,,,649576,102178,,2,,83478,70319,,,3399,,SPREAD A PASSION FOR SUPREMACY OF GOD IN ALL THINGS FOR THE JOY OF ALL PEOPLES THROUGH JESUS CHRIST,39022,7732,58028,,17547,994,,200,620,412702,16025,MN,24942,,14794,697527,,14794,30529,RADIO & WE B EXPENSE c,MINNEAPOLIS,5471,,2,10797083,5398,5287,6656093,442931,2973,426010,10660,50,1375,0,,,,17275,,98991,NGGOD,,DEVELOPMENT EXPENSE,2601 E FRANKLIN AVE,,756631,42578,193936,,,16018,,,2818541,1340068,107157,,394854,28874,138502,87616,1509,1170,14336,953,1724790,,83347,,4213,,,0,7191,0,58907,,24288,,13818,91966,384722,13000,,25761,,307798,27866,-238257,,,,0,,67164,77944,,DESIRING GOD MINISTRIES,69053,317537,180549,EIN_10797083_YEAR_2010_FORMTYPE_990.pdf,5,19992,607,85585,5717,268776,39022,,109910,1846613,2004,2837,,239812,0,,4392112,,756631,22446,34536,2837,0,16150,25163,50282,2237701,,,14336,1671035,,2749,,95365,9595,4392112,,268776,975744,4512,MONTHLY MAILER,4153855,13000,6fda26190aea9afffd54abf3f637e6dbfbd1bc5073689b4614481e6783613c2e,816940,160656,,https://projects.propublica.org/nonprofits/download-filing?path=2011_12_EO%2F01-0797083_990_201012.pdf,,,,,,,,,,
521526916_2008,423932,,48,249245,2008,240127,,,,2936908,,58017,4951,,201941,Telecommunications b,DC,,,20004,,3626,126129,34962,75500,5,,36407,17196,10743,,36474,,Improving the well-being of American consumers through the promotion and support of economic,,14315,15799,,6646,28951,,,85623,18520,8220,DC,68,,10455,,,224627,10002,Printing c,Washington,94996,,,521526916,3645,25760,3148660,44348,58631,53502,3524,,15908,,,,,122828,,28098,,,Postage,"601 Pennsylvania Avenue, NW, N. Bui 700",,1020940,34873,656926,,,78114,,,1986458,1733214,77430,,68201,4649,406946,31053,7285,2068,8491,5306,2521827,8867,26153,34254,1035,,,,24106,,171830,,5403,75500,33907,10584,788613,,,12062,23463,,13720,,214172,,,0,,47387,20244,,"FreedomWorks Foundation, Inc.",,23256,77565,EIN_521526916_YEAR_2008_FORMTYPE_990.pdf,6,95802,2500,253468,20548,,,,58144,1594137,1989,,15922,54165,75500,,3264892,3422,1020940,23397,25854,,0,7382,,16367,1595255,,,2411,794672,,4517,,50480,115421,3264892,,,486344,14753,Miscellaneous a,3148660,,9d6cf8dac4ab5be8fe2bbd298b86ab21fb0b90f39af1d158cd0a761a21a57e7d,257494,33149,,https://projects.propublica.org/nonprofits/download-filing?path=2009_07_EO%2F52-1526916_990_200812.pdf,,,,,,,,,,
