number_recipients,year,filing_id,ein,desc_noncash_assistance,amount_cash_grant,method_valuation,job_id,type_of_grant_assistance,pdf_key,region,manner_cash_disbursement,amount_noncash_assistance,source_url,index
8,2009,541722887_2009,541722887,"Supplies purchased on COST behalve of recipient, Tuition paid on behalf of recipient",1665,,493755d2286d89f23f853c5b33a63d20ea118346be4a67a74f3efda24b7b6352,"Tution assistance, School supplies purchased, Funds to recover from a fire in the home",EIN_541722887_YEAR_2009_FORMTYPE_990.pdf,AFRICA,Cash Payment to Recipient,6427,https://projects.propublica.org/nonprofits/download-filing?path=2010_10_EO%2F54-1722887_990_200912.pdf,
1,2009,541722887_2009,541722887,,260,,493755d2286d89f23f853c5b33a63d20ea118346be4a67a74f3efda24b7b6352,Funds for Medical Procedures,EIN_541722887_YEAR_2009_FORMTYPE_990.pdf,CENTRAL AMERICA,Cash Payment to Recipient,0,https://projects.propublica.org/nonprofits/download-filing?path=2010_10_EO%2F54-1722887_990_200912.pdf,
7,2009,541722887_2009,541722887,Payment to service COST Provider,2899,,493755d2286d89f23f853c5b33a63d20ea118346be4a67a74f3efda24b7b6352,"Funds to recover from Natural Disastor, Funds for Medical Procedures",EIN_541722887_YEAR_2009_FORMTYPE_990.pdf,SOUTH EAST ASIA,Cash Payment to Recipient,9041,https://projects.propublica.org/nonprofits/download-filing?path=2010_10_EO%2F54-1722887_990_200912.pdf,
1,2009,541722887_2009,541722887,,735,,493755d2286d89f23f853c5b33a63d20ea118346be4a67a74f3efda24b7b6352,Funds for Medical Procedures,EIN_541722887_YEAR_2009_FORMTYPE_990.pdf,SOUTH ASIA,Cash Payment to Recipient,0,https://projects.propublica.org/nonprofits/download-filing?path=2010_10_EO%2F54-1722887_990_200912.pdf,
,2010,541722887_2010,541722887,BEHALF OF THE,,,c331820873dcc5fb562d24750664116ab613a4e46495abec2ad1ff9471186a5a,,EIN_541722887_YEAR_2010_FORMTYPE_990.pdf,CARIBBEAN,,,https://projects.propublica.org/nonprofits/download-filing?path=2011_10_EO%2F54-1722887_990_201012.pdf,11
,2010,541722887_2010,541722887,RECIPIENT,,,c331820873dcc5fb562d24750664116ab613a4e46495abec2ad1ff9471186a5a,,EIN_541722887_YEAR_2010_FORMTYPE_990.pdf,,,,https://projects.propublica.org/nonprofits/download-filing?path=2011_10_EO%2F54-1722887_990_201012.pdf,12
20,2010,541722887_2010,541722887,SUPPLIES AND OTHER COST,26535,,c331820873dcc5fb562d24750664116ab613a4e46495abec2ad1ff9471186a5a,TUITION,EIN_541722887_YEAR_2010_FORMTYPE_990.pdf,SUB-SAHARAN,CASH PAYMENT TO,8359515,https://projects.propublica.org/nonprofits/download-filing?path=2011_10_EO%2F54-1722887_990_201012.pdf,13
,2010,541722887_2010,541722887,PURCHASED ON,,,c331820873dcc5fb562d24750664116ab613a4e46495abec2ad1ff9471186a5a,"ASSISTANCE, AFRICA",EIN_541722887_YEAR_2010_FORMTYPE_990.pdf,AFRICA,RECIPIENT,15,https://projects.propublica.org/nonprofits/download-filing?path=2011_10_EO%2F54-1722887_990_201012.pdf,14
,2010,541722887_2010,541722887,BEHALF OF THE,,,c331820873dcc5fb562d24750664116ab613a4e46495abec2ad1ff9471186a5a,CHARITABLE,EIN_541722887_YEAR_2010_FORMTYPE_990.pdf,,,,https://projects.propublica.org/nonprofits/download-filing?path=2011_10_EO%2F54-1722887_990_201012.pdf,15
,2010,541722887_2010,541722887,RECIPIENT,,,c331820873dcc5fb562d24750664116ab613a4e46495abec2ad1ff9471186a5a,RESPONSE TO,EIN_541722887_YEAR_2010_FORMTYPE_990.pdf,,,,https://projects.propublica.org/nonprofits/download-filing?path=2011_10_EO%2F54-1722887_990_201012.pdf,16
,2010,541722887_2010,541722887,,,,c331820873dcc5fb562d24750664116ab613a4e46495abec2ad1ff9471186a5a,EMERGENCY NEED OF,EIN_541722887_YEAR_2010_FORMTYPE_990.pdf,OF,,,https://projects.propublica.org/nonprofits/download-filing?path=2011_10_EO%2F54-1722887_990_201012.pdf,17
,2010,541722887_2010,541722887,BEHALF OF THE RECIPIENT Schedule F,,09902010,c331820873dcc5fb562d24750664116ab613a4e46495abec2ad1ff9471186a5a,CHARITABLE RESPONSE TO EMERGENCY NEED OF STAFF,EIN_541722887_YEAR_2010_FORMTYPE_990.pdf,OF,,,https://projects.propublica.org/nonprofits/download-filing?path=2011_10_EO%2F54-1722887_990_201012.pdf,18
,2010,541722887_2010,541722887,,,110,c331820873dcc5fb562d24750664116ab613a4e46495abec2ad1ff9471186a5a,,EIN_541722887_YEAR_2010_FORMTYPE_990.pdf,,,,https://projects.propublica.org/nonprofits/download-filing?path=2011_10_EO%2F54-1722887_990_201012.pdf,0
7,2010,541722887_2010,541722887,SUPPLIES AND OTHER COST,33335,,c331820873dcc5fb562d24750664116ab613a4e46495abec2ad1ff9471186a5a,TUITION ASSISTANCEEAS,EIN_541722887_YEAR_2010_FORMTYPE_990.pdf,ASIA AND THE,CASH PAYMENT TO,676515,https://projects.propublica.org/nonprofits/download-filing?path=2011_10_EO%2F54-1722887_990_201012.pdf,1
,2010,541722887_2010,541722887,PURCHASED ON,,,c331820873dcc5fb562d24750664116ab613a4e46495abec2ad1ff9471186a5a,PACIFIC,EIN_541722887_YEAR_2010_FORMTYPE_990.pdf,PACIFIC,RECIPIENT,15,https://projects.propublica.org/nonprofits/download-filing?path=2011_10_EO%2F54-1722887_990_201012.pdf,2
,2010,541722887_2010,541722887,BEHALF OF THE,,,c331820873dcc5fb562d24750664116ab613a4e46495abec2ad1ff9471186a5a,,EIN_541722887_YEAR_2010_FORMTYPE_990.pdf,,,,https://projects.propublica.org/nonprofits/download-filing?path=2011_10_EO%2F54-1722887_990_201012.pdf,3
,2010,541722887_2010,541722887,RECIPIENT,,,c331820873dcc5fb562d24750664116ab613a4e46495abec2ad1ff9471186a5a,,EIN_541722887_YEAR_2010_FORMTYPE_990.pdf,,,,https://projects.propublica.org/nonprofits/download-filing?path=2011_10_EO%2F54-1722887_990_201012.pdf,4
1,2010,541722887_2010,541722887,,635,,c331820873dcc5fb562d24750664116ab613a4e46495abec2ad1ff9471186a5a,CHARITABLE SOUTH,EIN_541722887_YEAR_2010_FORMTYPE_990.pdf,SOUTH ASIA,CASH PAYMENT TO,,https://projects.propublica.org/nonprofits/download-filing?path=2011_10_EO%2F54-1722887_990_201012.pdf,5
,2010,541722887_2010,541722887,,,,c331820873dcc5fb562d24750664116ab613a4e46495abec2ad1ff9471186a5a,RESPONSE TO,EIN_541722887_YEAR_2010_FORMTYPE_990.pdf,,RECIPIENT,,https://projects.propublica.org/nonprofits/download-filing?path=2011_10_EO%2F54-1722887_990_201012.pdf,6
,2010,541722887_2010,541722887,,,,c331820873dcc5fb562d24750664116ab613a4e46495abec2ad1ff9471186a5a,EMERGENCY NEED OF,EIN_541722887_YEAR_2010_FORMTYPE_990.pdf,OF,,,https://projects.propublica.org/nonprofits/download-filing?path=2011_10_EO%2F54-1722887_990_201012.pdf,7
,2010,541722887_2010,541722887,,,,c331820873dcc5fb562d24750664116ab613a4e46495abec2ad1ff9471186a5a,STAFF,EIN_541722887_YEAR_2010_FORMTYPE_990.pdf,,,,https://projects.propublica.org/nonprofits/download-filing?path=2011_10_EO%2F54-1722887_990_201012.pdf,8
7,2010,541722887_2010,541722887,SUPPLIES AND OTHER COST,7085,,c331820873dcc5fb562d24750664116ab613a4e46495abec2ad1ff9471186a5a,TUITION ASSISTANCE CENTRAL,EIN_541722887_YEAR_2010_FORMTYPE_990.pdf,CENTRAL AMERICA,CASH PAYMENT TO,512515,https://projects.propublica.org/nonprofits/download-filing?path=2011_10_EO%2F54-1722887_990_201012.pdf,9
,2010,541722887_2010,541722887,PURCHASED ON,,,c331820873dcc5fb562d24750664116ab613a4e46495abec2ad1ff9471186a5a,AND,EIN_541722887_YEAR_2010_FORMTYPE_990.pdf,AND THE,RECIPIENT,15,https://projects.propublica.org/nonprofits/download-filing?path=2011_10_EO%2F54-1722887_990_201012.pdf,10
,2009,362387148_2009,362387148,Schedule F,,,d65d5d6f788ae678e2838d43f0d293f5e46d8118f137a04fc8cbe8077e5b375e,,EIN_362387148_YEAR_2009_FORMTYPE_990.pdf,,,,https://projects.propublica.org/nonprofits/download-filing?path=2010_06_EO%2F36-2387148_990_200906.pdf,
,2010,362387148_2010,362387148,,,110,5e6221ba5cdefc50a6ad761421f283b20ee3120cd50f28c25cdba9b1f5348c9b,,EIN_362387148_YEAR_2010_FORMTYPE_990.pdf,,,,https://projects.propublica.org/nonprofits/download-filing?path=2011_06_EO%2F36-2387148_990_201006.pdf,0
,2010,362387148_2010,362387148,Schedule F,,09902009,5e6221ba5cdefc50a6ad761421f283b20ee3120cd50f28c25cdba9b1f5348c9b,,EIN_362387148_YEAR_2010_FORMTYPE_990.pdf,,,,https://projects.propublica.org/nonprofits/download-filing?path=2011_06_EO%2F36-2387148_990_201006.pdf,1
1,2009,541061178_2009,541061178,,6000,,8e4634737545c118cef7be62225c9845f46797eb7d519e59a78d61327926f100,Cash assistance to individual helping to coordinate entrepreneurial conference,EIN_541061178_YEAR_2009_FORMTYPE_990.pdf,CentralAmerica and the Caribbean,wire transfer,0,https://projects.propublica.org/nonprofits/download-filing?path=2010_06_EO%2F54-1061178_990_200906.pdf,
,2009,953964928_2009,953964928,Schedule F,,,c71b0097ed1c0f9dc3e675281dfe84bb03b4a9419a1119161596cfb3f717b0a5,,EIN_953964928_YEAR_2009_FORMTYPE_990.pdf,,,,https://projects.propublica.org/nonprofits/download-filing?path=2010_06_EO%2F95-3964928_990_200906.pdf,
,2010,953964928_2010,953964928,Schedule F,,,4e8525e57bf12af5b8eee40a48fb9ce97c2c8f83306630139c2c38f0f9234a78,,EIN_953964928_YEAR_2010_FORMTYPE_990.pdf,,,,https://projects.propublica.org/nonprofits/download-filing?path=2011_06_EO%2F95-3964928_990_201006.pdf,
,2009,521314847_2009,521314847,Schedule F,,,e1edf245686d9bac67a55bb067a6640fc055f2cddb8f9a88d81b838a0822454e,,EIN_521314847_YEAR_2009_FORMTYPE_990.pdf,,,,https://projects.propublica.org/nonprofits/download-filing?path=2011_02_EO%2F52-1314847_990_200912.pdf,
011,2010,521314847_2010,521314847,(g) Description of non-cash assistance Schedule F,00,001100011009902010,ec6189b15ae566e88dd4060380cc68181b175a4027d696e2722b13fba2f78d17,(a) Type of grant or assistance,EIN_521314847_YEAR_2010_FORMTYPE_990.pdf,(b) Region,(e) Manner of cash disbursement,0001,https://projects.propublica.org/nonprofits/download-filing?path=2011_10_EO%2F52-1314847_990_201012.pdf,0
,2009,541603842_2009,541603842,Schedule F,,,33de79e23951fcd193a4813ccd805d78a5fe67a6cf3af68e4bbb3870b9b43368,,EIN_541603842_YEAR_2009_FORMTYPE_990.pdf,,,,https://projects.propublica.org/nonprofits/download-filing?path=2010_03_EO%2F54-1603842_990_200906.pdf,
,2009,910565553_2009,910565553,,,110,151c11fd2fd38599403a3014dd9d3e4db40cefad28450932c49de27865e8db16,,EIN_910565553_YEAR_2009_FORMTYPE_990.pdf,,,,https://projects.propublica.org/nonprofits/download-filing?path=2010_06_EO%2F91-0565553_990_200906.pdf,0
,2009,910565553_2009,910565553,Schedule F,,09902008,151c11fd2fd38599403a3014dd9d3e4db40cefad28450932c49de27865e8db16,,EIN_910565553_YEAR_2009_FORMTYPE_990.pdf,,,,https://projects.propublica.org/nonprofits/download-filing?path=2010_06_EO%2F91-0565553_990_200906.pdf,1
,2010,910565553_2010,910565553,Schedule F,,,da18a7adbc596b6d16c5658da148769a1c6ef6cdc72acfabbd3ccbb238924901,,EIN_910565553_YEAR_2010_FORMTYPE_990.pdf,,,,https://projects.propublica.org/nonprofits/download-filing?path=2011_05_EO%2F91-0565553_990_201006.pdf,
1,2009,916012289_2009,916012289,,7000,,73a4b1f1e241f12c2f2f9e01ba3120867cf5dcf00d83895a90e67e3aca084672,Emergency medical evacuation,EIN_916012289_YEAR_2009_FORMTYPE_990.pdf,Sub-Saharan Africa,Cash,,https://projects.propublica.org/nonprofits/download-filing?path=2009_11_EO%2F91-6012289_990_200906.pdf,
1,2009,916012289_2009,916012289,,9964,,73a4b1f1e241f12c2f2f9e01ba3120867cf5dcf00d83895a90e67e3aca084672,Veterinary supplies,EIN_916012289_YEAR_2009_FORMTYPE_990.pdf,Sub-Saharan Africa,Wire,,https://projects.propublica.org/nonprofits/download-filing?path=2009_11_EO%2F91-6012289_990_200906.pdf,
,2009,916012289_2009,916012289,Schedule F,,,73a4b1f1e241f12c2f2f9e01ba3120867cf5dcf00d83895a90e67e3aca084672,,EIN_916012289_YEAR_2009_FORMTYPE_990.pdf,,,,https://projects.propublica.org/nonprofits/download-filing?path=2009_11_EO%2F91-6012289_990_200906.pdf,
1,2008,582134253_2008,582134253,,90167,,0c8a869b411ae2b45e90e9e63157be435145e0a5b4649f92b31e2b085b76e416,"LEADERSHIP TRAINING, CHURCH PLANTING, BIBLE & RESOURCES",EIN_582134253_YEAR_2008_FORMTYPE_990.pdf,EUROPE,WIRE TRANSFER,0,https://projects.propublica.org/nonprofits/download-filing?path=2009_12_EO%2F58-2134253_990_200812.pdf,
1,2009,582134253_2009,582134253,,91934,,28c87767199c0f1c3692386bc8665fcce4c9e41d229207b4f73aed7ce8fc0bc2,"LEADERSHIP TRAINING, CHURCH PLANTING, BIBLE & RESOURCES",EIN_582134253_YEAR_2009_FORMTYPE_990.pdf,EUROPE,WIRE TRANSFER,,https://projects.propublica.org/nonprofits/download-filing?path=2010_12_EO%2F58-2134253_990_200912.pdf,
1,2009,582134253_2009,582134253,,17595,,28c87767199c0f1c3692386bc8665fcce4c9e41d229207b4f73aed7ce8fc0bc2,LEADERSHIP TRAINING,EIN_582134253_YEAR_2009_FORMTYPE_990.pdf,NORTH AMERICA,WIRE TRANSFER,,https://projects.propublica.org/nonprofits/download-filing?path=2010_12_EO%2F58-2134253_990_200912.pdf,
3,2010,582134253_2010,582134253,,163500,,c6f4a10f7672d5866f02122a3557e925dc5a3b41d14717419a610493da658022,"Ministry support- leadership training, church planting, and scripture distribution",EIN_582134253_YEAR_2010_FORMTYPE_990.pdf,Europe (Including Iceland & Greenland),Wire transfer,,https://projects.propublica.org/nonprofits/download-filing?path=2011_11_EO%2F58-2134253_990_201012.pdf,
1,2010,582134253_2010,582134253,,10511,,c6f4a10f7672d5866f02122a3557e925dc5a3b41d14717419a610493da658022,Ministry support- development of online educational program,EIN_582134253_YEAR_2010_FORMTYPE_990.pdf,North America,Wire transfer,,https://projects.propublica.org/nonprofits/download-filing?path=2011_11_EO%2F58-2134253_990_201012.pdf,
21,2010,383071514_2010,383071514,,99800,,a0b1250e2e7669f09874adaf69873929fbd8a158a4efa197f51b7778af20dc02,Institutional financial ald made available to students as assistance to pursue off campus semester coursework,EIN_383071514_YEAR_2010_FORMTYPE_990.pdf,Central America and the Caribbean,Credit to student account,,https://projects.propublica.org/nonprofits/download-filing?path=2011_05_EO%2F38-3071514_990_201006.pdf,
20,2010,383071514_2010,383071514,,75675,,a0b1250e2e7669f09874adaf69873929fbd8a158a4efa197f51b7778af20dc02,Institutional financial aid made available to students as assistance to pursue off campus semester coursework,EIN_383071514_YEAR_2010_FORMTYPE_990.pdf,East Asia and the Pacific,Credit to student account,0,https://projects.propublica.org/nonprofits/download-filing?path=2011_05_EO%2F38-3071514_990_201006.pdf,
118,2010,383071514_2010,383071514,,419261,,a0b1250e2e7669f09874adaf69873929fbd8a158a4efa197f51b7778af20dc02,Institutional financial aid made available to students as assistance to pursue off campus semester coursework,EIN_383071514_YEAR_2010_FORMTYPE_990.pdf,Europe (including Iceland and Greenland),Credit to student account,0,https://projects.propublica.org/nonprofits/download-filing?path=2011_05_EO%2F38-3071514_990_201006.pdf,
3,2010,383071514_2010,383071514,,8765,,a0b1250e2e7669f09874adaf69873929fbd8a158a4efa197f51b7778af20dc02,Institutional financial aid made available to students as assistance to pursue off campus semester coursework,EIN_383071514_YEAR_2010_FORMTYPE_990.pdf,Middle East and North Africa,Credit to student account,0,https://projects.propublica.org/nonprofits/download-filing?path=2011_05_EO%2F38-3071514_990_201006.pdf,
23,2010,383071514_2010,383071514,,103205,,a0b1250e2e7669f09874adaf69873929fbd8a158a4efa197f51b7778af20dc02,Institutional financial aid made available to students as assistance to pursue off campus semester coursework,EIN_383071514_YEAR_2010_FORMTYPE_990.pdf,"North America (including Canada and Mexico, but not the United States)",Credit to student account,0,https://projects.propublica.org/nonprofits/download-filing?path=2011_05_EO%2F38-3071514_990_201006.pdf,
12,2010,383071514_2010,383071514,,62026,,a0b1250e2e7669f09874adaf69873929fbd8a158a4efa197f51b7778af20dc02,Institutional financial aid made available to students as assistance to pursue off campus semester coursework,EIN_383071514_YEAR_2010_FORMTYPE_990.pdf,Sub-Saharan Africa,Credit to student account,0,https://projects.propublica.org/nonprofits/download-filing?path=2011_05_EO%2F38-3071514_990_201006.pdf,
,2010,541586817_2010,541586817,Schedule F,,,3235bdec2bc55e12c88498e7f41337fbb6da9568ce30e9bdd8e0467774b11fb4,,EIN_541586817_YEAR_2010_FORMTYPE_990.pdf,,,,https://projects.propublica.org/nonprofits/download-filing?path=2011_11_EO%2F54-1586817_990_201003.pdf,
,2009,541660459_2009,541660459,Schedule F,,,1fc41d614519df07a003a2ae87174aedae6cf4d3406d366424be530ddca585e6,,EIN_541660459_YEAR_2009_FORMTYPE_990.pdf,,,,https://projects.propublica.org/nonprofits/download-filing?path=2010_03_EO%2F54-1660459_990_200906.pdf,
2,2010,541660459_2010,541660459,N/A,12600,,c915f89d10dc0bee38a2962c7e24f422b82db1a76003bb76bde86135217b236b,CASH SCHOLARSHIP FOR LAW SCHOOL,EIN_541660459_YEAR_2010_FORMTYPE_990.pdf,Europe (Including Iceland & Greenland),WIRE TRANSFER,,https://projects.propublica.org/nonprofits/download-filing?path=2011_03_EO%2F54-1660459_990_201006.pdf,
3,2010,541660459_2010,541660459,N/A,18900,,c915f89d10dc0bee38a2962c7e24f422b82db1a76003bb76bde86135217b236b,CASH SCHOLARSHIP FOR LAW SCHOOL,EIN_541660459_YEAR_2010_FORMTYPE_990.pdf,Central America and the Caribbean,WIRE TRANSFER,,https://projects.propublica.org/nonprofits/download-filing?path=2011_03_EO%2F54-1660459_990_201006.pdf,
1,2010,541660459_2010,541660459,N/A,6300,,c915f89d10dc0bee38a2962c7e24f422b82db1a76003bb76bde86135217b236b,CASH SCHOLARSHIP FOR LAW SCHOOL,EIN_541660459_YEAR_2010_FORMTYPE_990.pdf,Sub-Saharan Africa,CHECK,,https://projects.propublica.org/nonprofits/download-filing?path=2011_03_EO%2F54-1660459_990_201006.pdf,
3,2010,541660459_2010,541660459,N/A,18900,,c915f89d10dc0bee38a2962c7e24f422b82db1a76003bb76bde86135217b236b,CASH SCHOLARSHIP FOR LAW SCHOOL,EIN_541660459_YEAR_2010_FORMTYPE_990.pdf,North America,WIRE TRANSFER,,https://projects.propublica.org/nonprofits/download-filing?path=2011_03_EO%2F54-1660459_990_201006.pdf,
,2010,730579264_2010,730579264,Schedule F,,,2359aab1cc74cce06b20374f244f8b8e0acdcc7253198f4fce17a6bce00fd719,,EIN_730579264_YEAR_2010_FORMTYPE_990.pdf,,,,https://projects.propublica.org/nonprofits/download-filing?path=2011_06_EO%2F73-0579264_990_201007.pdf,
,2009,340868798_2009,340868798,Schedule F,,,07a3814dc618fdaea10eced8e51c7d2e78e2dd8542e5ddd09fbbd49f141416a0,,EIN_340868798_YEAR_2009_FORMTYPE_990.pdf,,,,https://projects.propublica.org/nonprofits/download-filing?path=2010_03_EO%2F34-0868798_990_200906.pdf,
,2010,340868798_2010,340868798,Schedule F,,,afb2241332548b2aaa967eec910fb8c5d7b1be870cb92276f9efb76e49aa0e30,,EIN_340868798_YEAR_2010_FORMTYPE_990.pdf,,,,https://projects.propublica.org/nonprofits/download-filing?path=2011_03_EO%2F34-0868798_990_201006.pdf,
,2010,201180744_2010,201180744,,,,442f395374617b738fda06ed1311fe3d7a49720557a3b43845f7e5eba1e419c0,(12),EIN_201180744_YEAR_2010_FORMTYPE_990.pdf,,,,https://projects.propublica.org/nonprofits/download-filing?path=2012_12_EO%2F20-1180744_990_201012.pdf,
,2010,201180744_2010,201180744,,,,442f395374617b738fda06ed1311fe3d7a49720557a3b43845f7e5eba1e419c0,(13),EIN_201180744_YEAR_2010_FORMTYPE_990.pdf,,,,https://projects.propublica.org/nonprofits/download-filing?path=2012_12_EO%2F20-1180744_990_201012.pdf,
,2010,201180744_2010,201180744,,,,442f395374617b738fda06ed1311fe3d7a49720557a3b43845f7e5eba1e419c0,(14),EIN_201180744_YEAR_2010_FORMTYPE_990.pdf,,,,https://projects.propublica.org/nonprofits/download-filing?path=2012_12_EO%2F20-1180744_990_201012.pdf,
,2010,201180744_2010,201180744,,,,442f395374617b738fda06ed1311fe3d7a49720557a3b43845f7e5eba1e419c0,(15),EIN_201180744_YEAR_2010_FORMTYPE_990.pdf,,,,https://projects.propublica.org/nonprofits/download-filing?path=2012_12_EO%2F20-1180744_990_201012.pdf,
,2010,201180744_2010,201180744,,,,442f395374617b738fda06ed1311fe3d7a49720557a3b43845f7e5eba1e419c0,(16),EIN_201180744_YEAR_2010_FORMTYPE_990.pdf,,,,https://projects.propublica.org/nonprofits/download-filing?path=2012_12_EO%2F20-1180744_990_201012.pdf,
,2010,201180744_2010,201180744,,,,442f395374617b738fda06ed1311fe3d7a49720557a3b43845f7e5eba1e419c0,(17),EIN_201180744_YEAR_2010_FORMTYPE_990.pdf,,,,https://projects.propublica.org/nonprofits/download-filing?path=2012_12_EO%2F20-1180744_990_201012.pdf,
,2010,201180744_2010,201180744,,,,442f395374617b738fda06ed1311fe3d7a49720557a3b43845f7e5eba1e419c0,(18),EIN_201180744_YEAR_2010_FORMTYPE_990.pdf,,,,https://projects.propublica.org/nonprofits/download-filing?path=2012_12_EO%2F20-1180744_990_201012.pdf,
,2010,201180744_2010,201180744,,,,442f395374617b738fda06ed1311fe3d7a49720557a3b43845f7e5eba1e419c0,(1),EIN_201180744_YEAR_2010_FORMTYPE_990.pdf,,,,https://projects.propublica.org/nonprofits/download-filing?path=2012_12_EO%2F20-1180744_990_201012.pdf,
,2010,201180744_2010,201180744,,,,442f395374617b738fda06ed1311fe3d7a49720557a3b43845f7e5eba1e419c0,(2),EIN_201180744_YEAR_2010_FORMTYPE_990.pdf,,,,https://projects.propublica.org/nonprofits/download-filing?path=2012_12_EO%2F20-1180744_990_201012.pdf,
,2010,201180744_2010,201180744,,,,442f395374617b738fda06ed1311fe3d7a49720557a3b43845f7e5eba1e419c0,(3),EIN_201180744_YEAR_2010_FORMTYPE_990.pdf,,,,https://projects.propublica.org/nonprofits/download-filing?path=2012_12_EO%2F20-1180744_990_201012.pdf,
,2010,201180744_2010,201180744,,,,442f395374617b738fda06ed1311fe3d7a49720557a3b43845f7e5eba1e419c0,(4),EIN_201180744_YEAR_2010_FORMTYPE_990.pdf,,,,https://projects.propublica.org/nonprofits/download-filing?path=2012_12_EO%2F20-1180744_990_201012.pdf,
,2010,201180744_2010,201180744,,,,442f395374617b738fda06ed1311fe3d7a49720557a3b43845f7e5eba1e419c0,(5),EIN_201180744_YEAR_2010_FORMTYPE_990.pdf,,,,https://projects.propublica.org/nonprofits/download-filing?path=2012_12_EO%2F20-1180744_990_201012.pdf,
,2010,201180744_2010,201180744,,,,442f395374617b738fda06ed1311fe3d7a49720557a3b43845f7e5eba1e419c0,(6),EIN_201180744_YEAR_2010_FORMTYPE_990.pdf,,,,https://projects.propublica.org/nonprofits/download-filing?path=2012_12_EO%2F20-1180744_990_201012.pdf,
,2010,201180744_2010,201180744,,,,442f395374617b738fda06ed1311fe3d7a49720557a3b43845f7e5eba1e419c0,(7),EIN_201180744_YEAR_2010_FORMTYPE_990.pdf,,,,https://projects.propublica.org/nonprofits/download-filing?path=2012_12_EO%2F20-1180744_990_201012.pdf,
,2010,201180744_2010,201180744,,,,442f395374617b738fda06ed1311fe3d7a49720557a3b43845f7e5eba1e419c0,(8),EIN_201180744_YEAR_2010_FORMTYPE_990.pdf,,,,https://projects.propublica.org/nonprofits/download-filing?path=2012_12_EO%2F20-1180744_990_201012.pdf,
,2010,201180744_2010,201180744,,,,442f395374617b738fda06ed1311fe3d7a49720557a3b43845f7e5eba1e419c0,(9),EIN_201180744_YEAR_2010_FORMTYPE_990.pdf,,,,https://projects.propublica.org/nonprofits/download-filing?path=2012_12_EO%2F20-1180744_990_201012.pdf,
,2010,201180744_2010,201180744,,,,442f395374617b738fda06ed1311fe3d7a49720557a3b43845f7e5eba1e419c0,(10),EIN_201180744_YEAR_2010_FORMTYPE_990.pdf,,,,https://projects.propublica.org/nonprofits/download-filing?path=2012_12_EO%2F20-1180744_990_201012.pdf,
,2010,201180744_2010,201180744,,,,442f395374617b738fda06ed1311fe3d7a49720557a3b43845f7e5eba1e419c0,(11),EIN_201180744_YEAR_2010_FORMTYPE_990.pdf,,,,https://projects.propublica.org/nonprofits/download-filing?path=2012_12_EO%2F20-1180744_990_201012.pdf,
,2010,364423774_2010,364423774,Schedule F,,,60afa092fc4489127e36a2ee7da279100ec219e5fae83a63205548ce49e975bc,,EIN_364423774_YEAR_2010_FORMTYPE_990.pdf,,,,https://projects.propublica.org/nonprofits/download-filing?path=2011_04_EO%2F36-4423774_990_201006.pdf,
324,2010,60646973_2010,60646973,tuition reduction,2249848,,30d5a8109803167aa7454b6b6e9d9747ec973894688f627cca1f6610314970ef,Scholarships,EIN_60646973_YEAR_2010_FORMTYPE_990.pdf,,"Check, Wire",898026,https://projects.propublica.org/nonprofits/download-filing?path=2011_06_EO%2F06-0646973_990_201006.pdf,
,2010,60646973_2010,60646973,,,,30d5a8109803167aa7454b6b6e9d9747ec973894688f627cca1f6610314970ef,,EIN_60646973_YEAR_2010_FORMTYPE_990.pdf,Europe (INCLUDING ICELAND AND GREENLAND),,,https://projects.propublica.org/nonprofits/download-filing?path=2011_06_EO%2F06-0646973_990_201006.pdf,
20,2010,60646973_2010,60646973,tuition reduction,75850,,30d5a8109803167aa7454b6b6e9d9747ec973894688f627cca1f6610314970ef,Scholarships,EIN_60646973_YEAR_2010_FORMTYPE_990.pdf,Middle East and North Africa,"Check, Wire",86829,https://projects.propublica.org/nonprofits/download-filing?path=2011_06_EO%2F06-0646973_990_201006.pdf,
5,2010,60646973_2010,60646973,tuition reduction,14275,,30d5a8109803167aa7454b6b6e9d9747ec973894688f627cca1f6610314970ef,Scholarships,EIN_60646973_YEAR_2010_FORMTYPE_990.pdf,North America,"Check,Wire",22106,https://projects.propublica.org/nonprofits/download-filing?path=2011_06_EO%2F06-0646973_990_201006.pdf,
9,2010,60646973_2010,60646973,,82204,,30d5a8109803167aa7454b6b6e9d9747ec973894688f627cca1f6610314970ef,Scholarships,EIN_60646973_YEAR_2010_FORMTYPE_990.pdf,Russia & the Newly Independent States,Check,,https://projects.propublica.org/nonprofits/download-filing?path=2011_06_EO%2F06-0646973_990_201006.pdf,
33,2010,60646973_2010,60646973,tuition reduction,236376,,30d5a8109803167aa7454b6b6e9d9747ec973894688f627cca1f6610314970ef,Scholarships,EIN_60646973_YEAR_2010_FORMTYPE_990.pdf,South America,"Check,Wire",16161,https://projects.propublica.org/nonprofits/download-filing?path=2011_06_EO%2F06-0646973_990_201006.pdf,
8,2010,60646973_2010,60646973,tuition reduction,27232,,30d5a8109803167aa7454b6b6e9d9747ec973894688f627cca1f6610314970ef,Scholarships,EIN_60646973_YEAR_2010_FORMTYPE_990.pdf,South asia,"Check, wire",20040,https://projects.propublica.org/nonprofits/download-filing?path=2011_06_EO%2F06-0646973_990_201006.pdf,
